uuid:0325cce6-eabe-410d-bc3f-c9f6bf515801,2021-08-13T11:52:27.523+03:00,2021-08-14T08:48:40.108+03:00,Private individual,2,2,no,,Morogoro,Gairo_District_council,"[36.8629726, -6.0427292, 1208.728578557808]",Maize,hammer,yes,diesel
uuid:0325cce6-eabe-410d-bc3f-c9f6bf515801,2021-08-13T11:52:27.523+03:00,2021-08-14T08:48:40.108+03:00,Private individual,2,2,no,,Morogoro,Gairo_District_council,"[36.8629726, -6.0427292, 1208.728578557808]",Maize,disk,yes,diesel
uuid:03af22f6-c2b1-4580-9bc1-1e2cda68a8a3,2021-08-15T11:10:35.688+03:00,2021-08-15T11:17:26.763+03:00,Private individual,1,1,no,,Morogoro,Morogoro_District_council,"[37.9579808, -7.0421013, 143.91214232924582]",Maize,hammer,yes,diesel
uuid:03dd74fa-4e64-497e-b848-64618dcc058c,2021-08-14T15:51:53.612+03:00,2021-08-16T20:22:22.586+03:00,Private individual,1,1,no,,Morogoro,Mvomero_District_council,"[37.4435101, -6.9116935, 523.2485007516241]",cassava Maize rice sorghum wheat,hammer,yes,Electricity
uuid:03eea1ed-950a-431d-8f4f-2be7aae91a55,2021-08-15T10:01:05.309+03:00,2021-08-15T19:21:21.370+03:00,Private individual,1,1,no,,Morogoro,Morogoro_District_council,"[37.8166076, -6.9010596, 449.0140308873405]",Maize,hammer,yes,diesel
uuid:03fd0a2b-5929-4c17-b023-7d8880be19ec,2021-08-13T13:37:18.622+03:00,2021-08-15T11:53:03.525+03:00,Private individual,1,1,no,,Morogoro,Mvomero_District_council,"[37.5920675, -6.1407667, 404.2536721110863]",Maize,hammer,yes,Electricity
uuid:04203b3b-6281-476d-9695-61747d889981,2021-08-14T15:47:20.127+03:00,2021-08-15T10:07:28.990+03:00,Private individual,1,1,no,,Morogoro,Gairo_District_council,"[36.7574662, -6.4495331, 1074.0485425179556]",Maize sorghum,hammer,yes,Electricity
uuid:04808750-75bf-4293-86c1-758402a4eb51,2021-08-16T11:20:26.383+03:00,2021-08-16T11:33:51.683+03:00,Private individual,1,1,no,,Morogoro,Mvomero_District_council,"[37.573106, -7.0424451, 964.8892731794134]",other,hammer,no,diesel
uuid:048387a5-cee5-4950-bc63-8e0b5f331052,2021-08-16T11:24:37.595+03:00,2021-08-16T11:39:15.135+03:00,Private individual,1,1,yes,East Africa Standard,Morogoro,Kilosa_District_council,"[37.3408813, -6.3885737, 424.6044288401365]",Maize,hammer,yes,Electricity
uuid:04b08dfe-4aef-45eb-a692-2d5020aced7d,2021-08-14T15:51:30.922+03:00,2021-08-15T12:20:37.817+03:00,Private individual,1,1,no,,Morogoro,Mvomero_District_council,"[37.5177689, -7.0106352, 638.206458314664]",Maize,hammer,yes,diesel
uuid:04ba7d85-4d77-4d4b-abdc-a2a10f9105ba,2021-08-14T12:46:42.768+03:00,2021-08-15T08:00:24.679+03:00,Private individual,2,2,no,,Morogoro,Gairo_District_council,"[37.0657981, -5.9377743, 1015.4606791399652]",Maize,hammer,yes,diesel
uuid:04ba7d85-4d77-4d4b-abdc-a2a10f9105ba,2021-08-14T12:46:42.768+03:00,2021-08-15T08:00:24.679+03:00,Private individual,2,2,no,,Morogoro,Gairo_District_council,"[37.0657981, -5.9377743, 1015.4606791399652]",Maize,disk,yes,diesel
uuid:04cea274-425f-4dd4-bef4-27ca844525d3,2021-08-16T13:49:50.859+03:00,2021-08-16T22:01:27.534+03:00,Private individual,2,2,no,,Morogoro,Kilosa_District_council,"[37.1489233, -6.1808928, 826.849137374942]",Maize,disk,yes,Electricity
uuid:04cea274-425f-4dd4-bef4-27ca844525d3,2021-08-16T13:49:50.859+03:00,2021-08-16T22:01:27.534+03:00,Private individual,2,2,no,,Morogoro,Kilosa_District_council,"[37.1489233, -6.1808928, 826.849137374942]",Maize,hammer,yes,Electricity
uuid:04eeb82e-f6b2-44f8-a9a3-cf0314d4398f,2021-08-12T16:38:30.345+03:00,2021-08-12T19:47:32.439+03:00,Private individual,2,2,no,,Morogoro,Gairo_District_council,"[36.9633487, -6.0678548, 1113.1806197978733]",Maize,hammer,yes,Electricity
uuid:04eeb82e-f6b2-44f8-a9a3-cf0314d4398f,2021-08-12T16:38:30.345+03:00,2021-08-12T19:47:32.439+03:00,Private individual,2,2,no,,Morogoro,Gairo_District_council,"[36.9633487, -6.0678548, 1113.1806197978733]",Maize,disk,yes,Electricity
uuid:04f8e2ed-a36c-4a33-a846-16967ae6e0ca,2021-08-14T14:24:31.079+03:00,2021-08-14T16:24:59.188+03:00,Religious,1,1,no,,Morogoro,Morogoro_Municipal_council,"[37.6806131, -6.8072039, 490.3502562224092]",Maize,hammer,no,Electricity
uuid:054d529b-a39e-4b7b-a573-3d6627ff0d20,2021-08-14T12:23:06.313+03:00,2021-08-15T00:46:52.325+03:00,Private individual,1,1,no,,Morogoro,Kilosa_District_council,"[36.7684967, -7.3143884, 765.7237749893767]",cassava,hammer,yes,diesel
uuid:05bc70b1-5298-49a5-bb86-be993f8723ab,2021-08-13T11:23:26.343+03:00,2021-08-13T20:28:26.470+03:00,Private individual,1,1,no,,Morogoro,Morogoro_District_council,"[37.7721738, -7.2404306, 368.36783082440877]",cassava Maize sorghum rice,hammer,yes,diesel
uuid:05c66f8e-641c-4051-8e74-50a02f481fb6,2021-08-14T14:10:21.280+03:00,2021-08-14T19:08:18.202+03:00,Private individual,2,2,no,,Morogoro,Gairo_District_council,"[36.9152573, -6.0464135, 1188.0713078067793]",Maize,disk,yes,Electricity
uuid:05c66f8e-641c-4051-8e74-50a02f481fb6,2021-08-14T14:10:21.280+03:00,2021-08-14T19:08:18.202+03:00,Private individual,2,2,no,,Morogoro,Gairo_District_council,"[36.9152573, -6.0464135, 1188.0713078067793]",Maize,disk,yes,Electricity
uuid:060e349e-515e-4ee9-a872-5b2470e55662,2021-08-13T12:02:59.865+03:00,2021-08-15T11:24:58.072+03:00,Private individual,1,1,no,,Morogoro,Mvomero_District_council,"[37.6023803, -6.1450165, 357.34746621026636]",rice,rolling,yes,Electricity
uuid:06156571-d7a6-497a-bf7c-083fa9eace1c,2021-08-12T16:41:42.569+03:00,2021-08-12T16:48:13.865+03:00,Private individual,1,1,no,,Morogoro,Mvomero_District_council,"[37.7692191, -5.9604515, 418.916592090309]",Maize cassava,hammer,yes,diesel
uuid:061faafc-3072-40e4-9b68-2b0540410d84,2021-08-14T13:33:36.230+03:00,2021-08-14T13:38:26.438+03:00,Private individual,1,1,no,,Morogoro,Mvomero_District_council,"[37.6268466, -6.1304811, 359.91644706887826]",Maize,hammer,yes,Electricity
uuid:062e9133-ad84-4e32-a9ee-d924887870d0,2021-08-16T14:23:39.642+03:00,2021-08-16T14:44:32.520+03:00,Private individual,2,2,no,,Morogoro,Kilosa_District_council,"[36.6474479, -6.763965, 823.0455211894125]",Maize,other,yes,diesel
uuid:062e9133-ad84-4e32-a9ee-d924887870d0,2021-08-16T14:23:39.642+03:00,2021-08-16T14:44:32.520+03:00,Private individual,2,2,no,,Morogoro,Kilosa_District_council,"[36.6474479, -6.763965, 823.0455211894125]",Maize,other,no,diesel
uuid:06508d1a-d813-4d76-9aff-d9e2b06419cd,2021-08-14T16:19:42.680+03:00,2021-08-14T16:30:23.883+03:00,Private individual,2,2,no,,Morogoro,Ulanga_District_council,"[36.861129, -8.9611479, 365.5477295696826]",Maize,hammer,yes,Electricity
uuid:06508d1a-d813-4d76-9aff-d9e2b06419cd,2021-08-14T16:19:42.680+03:00,2021-08-14T16:30:23.883+03:00,Private individual,2,2,no,,Morogoro,Ulanga_District_council,"[36.861129, -8.9611479, 365.5477295696826]",rice,other,yes,Electricity
uuid:066063a7-ad13-4b31-a58a-50326976373b,2021-08-18T14:53:30.293+03:00,2021-08-18T15:03:43.328+03:00,Private individual,2,2,no,,Morogoro,Kilosa_District_council,"[36.9865712, -6.6221554, 917.0643762417188]",Maize,hammer,yes,diesel
uuid:066063a7-ad13-4b31-a58a-50326976373b,2021-08-18T14:53:30.293+03:00,2021-08-18T15:03:43.328+03:00,Private individual,2,2,no,,Morogoro,Kilosa_District_council,"[36.9865712, -6.6221554, 917.0643762417188]",Maize,hammer,yes,diesel
uuid:06b7b2a4-59dd-4be8-b7a3-d5ab7d17f381,2021-08-13T11:44:38.513+03:00,2021-08-13T18:48:28.276+03:00,Private individual,3,3,no,,Morogoro,Kilombero_District_council,"[36.9588715, -7.6955744, 293.53625323001864]",cassava Maize rice sorghum,hammer,yes,Electricity
uuid:06b7b2a4-59dd-4be8-b7a3-d5ab7d17f381,2021-08-13T11:44:38.513+03:00,2021-08-13T18:48:28.276+03:00,Private individual,3,3,no,,Morogoro,Kilombero_District_council,"[36.9588715, -7.6955744, 293.53625323001864]",Maize,pin,yes,Electricity
uuid:06b7b2a4-59dd-4be8-b7a3-d5ab7d17f381,2021-08-13T11:44:38.513+03:00,2021-08-13T18:48:28.276+03:00,Private individual,3,3,no,,Morogoro,Kilombero_District_council,"[36.9588715, -7.6955744, 293.53625323001864]",Maize cassava,hammer,yes,Electricity
uuid:06f0486e-7d9a-4ec2-90ac-9d9c6446c8ef,2021-08-13T11:15:51.840+03:00,2021-08-13T11:28:05.824+03:00,Private individual,2,2,no,,Morogoro,Kilombero_District_council,"[36.9038497, -7.8019004, 310.52848586746364]",rice,rolling,yes,Electricity
uuid:06f0486e-7d9a-4ec2-90ac-9d9c6446c8ef,2021-08-13T11:15:51.840+03:00,2021-08-13T11:28:05.824+03:00,Private individual,2,2,no,,Morogoro,Kilombero_District_council,"[36.9038497, -7.8019004, 310.52848586746364]",wheat sorghum rice Maize cassava,hammer,yes,Electricity
uuid:076cdbd6-a555-4aa7-a797-583c7fbd78d5,2021-08-14T15:27:47.290+03:00,2021-08-14T15:35:10.537+03:00,Private individual,2,2,no,,Morogoro,Kilosa_District_council,"[37.0311701, -7.0630502, 469.8591094118854]",Maize,hammer,yes,diesel
uuid:076cdbd6-a555-4aa7-a797-583c7fbd78d5,2021-08-14T15:27:47.290+03:00,2021-08-14T15:35:10.537+03:00,Private individual,2,2,no,,Morogoro,Kilosa_District_council,"[37.0311701, -7.0630502, 469.8591094118854]",Maize,hammer,yes,diesel
uuid:077eda45-e2a8-4bc9-8f9e-c8fe6a19473d,2021-08-14T13:57:09.739+03:00,2021-08-14T14:03:54.454+03:00,Private individual,2,2,no,,Morogoro,Ulanga_District_council,"[36.6631925, -8.3879112, 241.26823437963742]",Maize,hammer,yes,Electricity
uuid:077eda45-e2a8-4bc9-8f9e-c8fe6a19473d,2021-08-14T13:57:09.739+03:00,2021-08-14T14:03:54.454+03:00,Private individual,2,2,no,,Morogoro,Ulanga_District_council,"[36.6631925, -8.3879112, 241.26823437963742]",rice,rolling,yes,Electricity
uuid:07bbf79d-971b-41f0-b8b8-3f4ac5a278eb,2021-08-16T10:04:50.345+03:00,2021-08-16T10:15:22.146+03:00,Private individual,2,2,no,,Morogoro,Kilosa_District_council,"[36.5853228, -7.0659442, 1524.6622415521147]",Maize,hammer,yes,diesel
uuid:07bbf79d-971b-41f0-b8b8-3f4ac5a278eb,2021-08-16T10:04:50.345+03:00,2021-08-16T10:15:22.146+03:00,Private individual,2,2,no,,Morogoro,Kilosa_District_council,"[36.5853228, -7.0659442, 1524.6622415521147]",Maize,hammer,yes,diesel
uuid:080de2c0-cd5f-4fb4-97d3-eb3266b2efd0,2021-08-13T14:22:46.939+03:00,2021-08-13T14:39:35.073+03:00,Private individual,1,1,no,,Morogoro,Kilombero_District_council,"[36.8641625, -7.9456384, 256.29522759414124]",rice,rolling,yes,Electricity
uuid:085dd3f6-f143-486e-90a1-06bf38a22db0,2021-08-13T11:50:25.016+03:00,2021-08-13T12:05:36.479+03:00,Private individual,1,1,no,,Morogoro,Kilombero_District_council,"[35.8056802, -8.7851443, 288.1192479089992]",rice,rolling,yes,Electricity
uuid:086fb459-4531-40e0-a54f-7cf922b97726,2021-08-15T09:07:36.964+03:00,2021-08-15T21:57:18.932+03:00,Private individual,1,1,no,,Morogoro,Morogoro_District_council,"[37.8088152, -6.8465899, 428.03158632902415]",Maize,hammer,yes,diesel
uuid:08ad0e66-a84c-40e9-a63c-bd45ca6d860c,2021-08-13T13:24:15.339+03:00,2021-08-13T17:39:58.320+03:00,Community group,1,1,no,,Morogoro,Morogoro_Municipal_council,"[37.7222902, -6.8188897, 541.0741651278436]",Maize,hammer,yes,Electricity
uuid:091865d9-d84d-41d2-91e0-fdad8ef7377a,2021-08-13T17:24:56.295+03:00,2021-08-15T10:02:05.769+03:00,Private individual,1,1,no,,Morogoro,Gairo_District_council,"[36.8936639, -6.4013521, 1691.7546564654174]",Maize sorghum,hammer,yes,diesel
uuid:0922e222-8aae-4e09-a6b8-bcfb6159eda4,2021-08-15T14:39:58.821+03:00,2021-08-15T20:33:02.338+03:00,Private individual,1,1,no,,Morogoro,Morogoro_District_council,"[37.7622911, -7.0531515, 293.1406503870936]",cassava Maize rice sorghum,hammer,yes,diesel
uuid:09473cf8-b0fc-4fcb-92e2-864415b4cee3,2021-08-12T18:29:08.062+03:00,2021-08-12T18:38:14.453+03:00,Private individual,1,1,no,,Morogoro,Mvomero_District_council,"[37.8461448, -5.9704518, 391.2012984990722]",Maize,hammer,yes,diesel
uuid:09745037-bdc1-46b0-b0de-a7e6b1dea629,2021-08-13T10:28:24.051+03:00,2021-08-13T17:44:19.488+03:00,Private individual,1,1,no,,Morogoro,Kilombero_District_council,"[36.8980007, -7.8598835, 305.6002422612653]",rice,rolling,yes,Electricity
uuid:09828bce-d402-46fd-98c9-25c14070afd6,2021-08-13T11:59:09.532+03:00,2021-08-13T12:12:40.999+03:00,Private individual,2,2,no,,Morogoro,Malinyi_District_council,"[36.400678, -8.5551844, 221.8257729763287]",Maize cassava,hammer,yes,diesel
uuid:09828bce-d402-46fd-98c9-25c14070afd6,2021-08-13T11:59:09.532+03:00,2021-08-13T12:12:40.999+03:00,Private individual,2,2,no,,Morogoro,Malinyi_District_council,"[36.400678, -8.5551844, 221.8257729763287]",rice,rolling,yes,diesel
uuid:0a8bbf46-4a73-4592-b8de-3d73273b45e5,2021-08-15T10:58:46.303+03:00,2021-08-15T21:46:53.047+03:00,Private individual,1,1,no,,Morogoro,Morogoro_District_council,"[37.8297806, -6.8474009, 389.2900572083703]",Maize,hammer,yes,diesel
uuid:0ab22055-2f9f-469b-862c-02a03318966b,2021-08-12T11:39:07.309+03:00,2021-08-12T17:42:02.668+03:00,Private individual,1,1,no,,Morogoro,Morogoro_Municipal_council,"[37.6812215, -6.8273302, 510.8999509620175]",rice sorghum Maize cassava wheat,hammer,yes,Electricity
uuid:0ade6aee-df26-48c9-9240-346c5f64c7aa,2021-08-14T10:07:01.095+03:00,2021-08-15T07:54:06.670+03:00,Private individual,2,2,no,,Morogoro,Gairo_District_council,"[37.0634641, -5.9698354, 1032.4467630361014]",Maize,hammer,yes,Electricity
uuid:0ade6aee-df26-48c9-9240-346c5f64c7aa,2021-08-14T10:07:01.095+03:00,2021-08-15T07:54:06.670+03:00,Private individual,2,2,no,,Morogoro,Gairo_District_council,"[37.0634641, -5.9698354, 1032.4467630361014]",Maize,disk,yes,Electricity
uuid:0b117a95-3099-4cc5-8a80-87d722722ece,2021-08-12T11:36:02.443+03:00,2021-08-12T19:53:10.392+03:00,Private individual,2,2,no,,Morogoro,Mvomero_District_council,"[37.5541708, -6.2393511, 307.8013980624277]",cassava Maize,hammer,yes,Electricity
uuid:0b117a95-3099-4cc5-8a80-87d722722ece,2021-08-12T11:36:02.443+03:00,2021-08-12T19:53:10.392+03:00,Private individual,2,2,no,,Morogoro,Mvomero_District_council,"[37.5541708, -6.2393511, 307.8013980624277]",rice,rolling,yes,Electricity
uuid:0b1f2589-5573-402b-b43a-d8094d736186,2021-08-13T12:26:51.160+03:00,2021-08-13T12:48:33.012+03:00,Private individual,1,1,no,,Morogoro,Ulanga_District_council,"[36.8346183, -8.7988823, 320.49774880551996]",rice,pin,yes,Electricity
uuid:0b884841-dfcd-4e0f-b050-0f312ff6464e,2021-08-15T10:51:55.108+03:00,2021-08-15T12:53:12.958+03:00,Private individual,1,1,no,,Morogoro,Morogoro_District_council,"[37.7194853, -7.0688086, 611.3889684595263]",Maize,hammer,yes,diesel
uuid:0b958917-df15-47b8-9537-a63e4c737ec5,2021-08-14T13:00:07.596+03:00,2021-08-15T08:57:40.146+03:00,Private individual,1,1,no,,Morogoro,Kilosa_District_council,"[36.7367723, -7.3373751, 762.0521297546476]",Maize,hammer,yes,Electricity
uuid:0ba0280e-2685-4790-b8ac-1455cd254d26,2021-08-13T10:16:31.804+03:00,2021-08-13T17:42:40.928+03:00,Private individual,1,1,no,,Morogoro,Kilombero_District_council,"[36.8966379, -7.8583392, 287.60045162207837]",rice,rolling,yes,Electricity
uuid:0bc1002d-ec03-4363-891b-043af0eb7577,2021-08-13T16:57:38.585+03:00,2021-08-14T20:29:17.585+03:00,Private individual,2,2,no,,Morogoro,Gairo_District_council,"[36.9139164, -6.4806543, 1505.243189943721]",Maize,disk,yes,diesel
uuid:0bc1002d-ec03-4363-891b-043af0eb7577,2021-08-13T16:57:38.585+03:00,2021-08-14T20:29:17.585+03:00,Private individual,2,2,no,,Morogoro,Gairo_District_council,"[36.9139164, -6.4806543, 1505.243189943721]",Maize,hammer,yes,diesel
uuid:0bc3f640-0f81-4021-b830-8cceb8c629cf,2021-08-14T12:40:55.499+03:00,2021-08-14T12:58:32.354+03:00,Private individual,1,1,no,,Morogoro,Kilosa_District_council,"[36.9308606, -7.1798083, 585.4537971829311]",Maize,hammer,yes,diesel
uuid:0bdf144d-ccfc-434b-89fb-e296626cd765,2021-08-16T14:04:06.310+03:00,2021-08-16T14:40:43.577+03:00,Private individual,1,1,no,,Morogoro,Mvomero_District_council,"[37.5496316, -7.0660843, 1184.3358552766858]",Maize,hammer,yes,diesel
uuid:0be0add9-3d9f-4cf3-9188-93dfe5991621,2021-08-13T14:56:47.213+03:00,2021-08-13T15:11:54.331+03:00,Private individual,2,2,no,,Morogoro,Kilombero_District_council,"[35.8169354, -8.9294711, 270.13798394750256]",Maize cassava sorghum,hammer,yes,Electricity
uuid:0be0add9-3d9f-4cf3-9188-93dfe5991621,2021-08-13T14:56:47.213+03:00,2021-08-13T15:11:54.331+03:00,Private individual,2,2,no,,Morogoro,Kilombero_District_council,"[35.8169354, -8.9294711, 270.13798394750256]",rice,rolling,yes,Electricity
uuid:0bf4fde4-098c-4cc7-a21d-78befa31d497,2021-08-13T20:53:29.640+03:00,2021-08-13T21:04:47.833+03:00,Private individual,1,1,no,,Morogoro,Ulanga_District_council,"[36.6827925, -8.2411541, 250.04314882872836]",rice,rolling,yes,Electricity
uuid:0c40b5bc-3eee-4f0b-9b3b-b166dafafaff,2021-08-13T10:41:18.926+03:00,2021-08-13T17:46:08.501+03:00,Private individual,1,1,no,,Morogoro,Kilombero_District_council,"[36.9013489, -7.8612451, 296.46665149884944]",rice,rolling,yes,Electricity
uuid:0c613f7a-8771-4810-b7d5-7f4b3b144297,2021-08-14T11:47:56.349+03:00,2021-08-14T12:06:07.624+03:00,Private individual,2,2,no,,Morogoro,Kilosa_District_council,"[36.9633596, -7.6072065, 791.6270980535401]",Maize,hammer,yes,diesel
uuid:0c613f7a-8771-4810-b7d5-7f4b3b144297,2021-08-14T11:47:56.349+03:00,2021-08-14T12:06:07.624+03:00,Private individual,2,2,no,,Morogoro,Kilosa_District_council,"[36.9633596, -7.6072065, 791.6270980535401]",Maize other,hammer,yes,diesel
uuid:0c962cc8-a11d-4af0-b4d6-04d2f4a70e1a,2021-08-16T12:27:57.573+03:00,2021-08-16T12:40:03.847+03:00,Private individual,2,2,no,,Morogoro,Mvomero_District_council,"[37.61489, -7.0125182, 1596.2870847327986]",Maize,hammer,yes,diesel
uuid:0c962cc8-a11d-4af0-b4d6-04d2f4a70e1a,2021-08-16T12:27:57.573+03:00,2021-08-16T12:40:03.847+03:00,Private individual,2,2,no,,Morogoro,Mvomero_District_council,"[37.61489, -7.0125182, 1596.2870847327986]",Maize,disk,yes,diesel
uuid:0ccf4f57-7c3a-4f26-9ebd-b49674d01c2e,2021-08-15T12:21:14.374+03:00,2021-08-15T12:25:51.567+03:00,Private individual,1,1,no,,Morogoro,Morogoro_District_council,"[37.9774779, -6.9960915, 127.94578774481369]",Maize,hammer,yes,diesel
uuid:0d01dd23-f206-4131-a57b-26100a09e372,2021-08-13T15:10:12.750+03:00,2021-08-15T11:32:29.292+03:00,Private individual,1,1,no,,Morogoro,Mvomero_District_council,"[37.6042558, -6.1443833, 364.2643948348897]",rice,rolling,yes,Electricity
uuid:0d0f0519-7f8f-449e-898b-27cf59f78b6e,2021-08-16T12:50:00.382+03:00,2021-08-16T13:01:15.677+03:00,Private individual,2,2,no,,Morogoro,Mvomero_District_council,"[37.6099999, -7.0086359, 1644.0463347279083]",Maize,hammer,yes,diesel
uuid:0d0f0519-7f8f-449e-898b-27cf59f78b6e,2021-08-16T12:50:00.382+03:00,2021-08-16T13:01:15.677+03:00,Private individual,2,2,no,,Morogoro,Mvomero_District_council,"[37.6099999, -7.0086359, 1644.0463347279083]",Maize,disk,yes,diesel
uuid:0d18ed7c-5479-4c76-b580-b42003647e71,2021-08-13T09:41:28.988+03:00,2021-08-13T16:07:26.872+03:00,Private individual,2,2,no,,Morogoro,Kilombero_District_council,"[35.8865921, -8.6071569, 313.33411497161865]",Maize cassava,hammer,yes,Electricity
uuid:0d18ed7c-5479-4c76-b580-b42003647e71,2021-08-13T09:41:28.988+03:00,2021-08-13T16:07:26.872+03:00,Private individual,2,2,no,,Morogoro,Kilombero_District_council,"[35.8865921, -8.6071569, 313.33411497161865]",rice,rolling,yes,Electricity
